record timestamp,client timestamp,button,state,x,y
4.970000029,5.024,NoButton,Move,286,492
4.970000029,5.039,NoButton,Move,288,484
5.092000008,5.055,NoButton,Move,290,474
5.092000008,5.07,NoButton,Move,290,462
5.092000008,5.086,NoButton,Move,293,446
5.092000008,5.102,NoButton,Move,295,438
5.092000008,5.117,NoButton,Move,295,433
5.092000008,5.133,NoButton,Move,296,431
5.092000008,5.164,NoButton,Move,297,429
5.273000002,5.18,NoButton,Move,298,426
5.273999929,5.195,NoButton,Move,298,425
5.273999929,5.211,NoButton,Move,299,424
5.273999929,5.226,NoButton,Move,300,424
5.273999929,5.336,NoButton,Move,300,423
5.375,5.351,NoButton,Move,298,420
5.375999928,5.367,NoButton,Move,296,417
5.375999928,5.382,NoButton,Move,296,416
5.375999928,5.414,NoButton,Move,299,411
5.375999928,5.429,NoButton,Move,312,393
5.375999928,5.445,NoButton,Move,320,380
5.496000052,5.46,NoButton,Move,328,363
5.496000052,5.476,NoButton,Move,338,338
5.496000052,5.492,NoButton,Move,350,311
5.496000052,5.507,NoButton,Move,381,256
5.496000052,5.523,NoButton,Move,390,233
5.496000052,5.538,NoButton,Move,398,213
5.496000052,5.554,NoButton,Move,405,200
5.599999905,5.585,NoButton,Move,418,186
5.599999905,5.601,NoButton,Move,426,180
5.599999905,5.616,NoButton,Move,431,177
5.599999905,5.632,NoButton,Move,435,174
5.599999905,5.648,NoButton,Move,440,170
5.599999905,5.663,NoButton,Move,443,168
5.703000069,5.679,NoButton,Move,447,164
5.703000069,5.695,NoButton,Move,453,157
5.703000069,5.71,NoButton,Move,458,148
5.703000069,5.741,NoButton,Move,465,140
5.703000069,5.757,NoButton,Move,468,137
5.703000069,5.773,NoButton,Move,471,134
5.825000048,5.788,NoButton,Move,474,130
5.825000048,5.804,NoButton,Move,475,128
5.825000048,5.819,NoButton,Move,476,125
5.825000048,5.835,NoButton,Move,478,123
5.825000048,5.851,NoButton,Move,480,122
5.825000048,5.866,NoButton,Move,481,121
5.825000048,5.897,NoButton,Move,482,121
5.940999985,5.913,NoButton,Move,483,121
5.940999985,5.929,NoButton,Move,484,120
5.940999985,5.944,NoButton,Move,486,120
5.940999985,5.96,NoButton,Move,488,119
5.940999985,5.975,NoButton,Move,490,118
5.940999985,5.991,NoButton,Move,492,118
6.144999981,6.007,NoButton,Move,492,117
6.144999981,6.022,NoButton,Move,493,117
6.144999981,6.069,NoButton,Move,494,117
6.144999981,6.1,Left,Pressed,494,117
6.144999981,6.1,NoButton,Drag,495,117
6.144999981,6.194,Left,Released,495,117
6.243999958,6.225,NoButton,Move,495,118
6.243999958,6.241,NoButton,Move,492,120
6.243999958,6.256,NoButton,Move,489,123
6.243999958,6.272,NoButton,Move,485,127
6.243999958,6.287,NoButton,Move,477,133
6.243999958,6.303,NoButton,Move,465,143
6.34800005,6.334,NoButton,Move,439,159
6.34800005,6.35,NoButton,Move,420,177
6.34800005,6.365,NoButton,Move,399,199
6.34800005,6.381,NoButton,Move,386,214
6.34800005,6.397,NoButton,Move,373,228
6.34800005,6.412,NoButton,Move,358,245
6.474999905,6.428,NoButton,Move,350,253
6.474999905,6.443,NoButton,Move,345,258
6.474999905,6.459,NoButton,Move,341,263
6.474999905,6.49,NoButton,Move,338,267
6.474999905,6.506,NoButton,Move,335,271
6.474999905,6.537,NoButton,Move,334,272
6.57400012,6.537,NoButton,Move,333,273
6.57400012,6.553,NoButton,Move,332,274
6.57400012,6.568,NoButton,Move,331,274
6.57400012,6.584,NoButton,Move,330,275
6.57400012,6.599,NoButton,Move,329,276
6.57400012,6.615,NoButton,Move,328,277
6.57400012,6.646,NoButton,Move,327,278
6.690999985,6.677,NoButton,Move,326,279
6.690999985,6.693,NoButton,Move,326,280
6.690999985,6.709,NoButton,Move,325,282
6.690999985,6.724,NoButton,Move,324,283
6.690999985,6.74,NoButton,Move,322,285
6.690999985,6.755,NoButton,Move,319,288
6.796000004,6.771,NoButton,Move,318,290
6.796000004,6.787,NoButton,Move,317,292
6.796000004,6.802,NoButton,Move,316,294
6.796999931,6.818,NoButton,Move,316,296
6.796999931,6.849,NoButton,Move,315,297
6.796999931,6.865,NoButton,Move,314,299
6.901000023,6.88,NoButton,Move,313,303
6.901000023,6.896,NoButton,Move,311,314
6.901000023,6.911,NoButton,Move,311,320
6.901000023,6.927,NoButton,Move,310,328
6.901000023,6.943,NoButton,Move,309,334
6.901000023,6.974,NoButton,Move,308,338
7.025000095,6.974,NoButton,Move,307,341
7.025000095,7.005,NoButton,Move,306,345
7.025000095,7.021,NoButton,Move,304,351
7.025000095,7.036,NoButton,Move,303,356
7.025000095,7.052,NoButton,Move,302,361
7.025000095,7.067,NoButton,Move,302,364
7.025000095,7.083,NoButton,Move,301,366
7.961999893,7.099,NoButton,Move,301,368
8.546000004,8.612,NoButton,Move,298,368
8.664999962,8.612,NoButton,Move,294,368
8.664999962,8.643,NoButton,Move,286,367
8.664999962,8.659,NoButton,Move,273,364
8.664999962,8.674,NoButton,Move,262,362
8.664999962,8.69,NoButton,Move,259,361
8.664999962,8.705,NoButton,Move,258,360
8.665999889,8.721,NoButton,Move,256,357
8.762000084,8.752,NoButton,Move,250,320
8.762000084,8.752,NoButton,Move,245,274
8.762000084,8.768,NoButton,Move,240,250
8.762000084,8.799,NoButton,Move,239,241
8.762000084,8.815,NoButton,Move,239,236
8.762000084,8.83,NoButton,Move,237,229
8.881000042,8.846,NoButton,Move,235,224
8.881000042,8.861,NoButton,Move,233,221
8.881000042,8.877,NoButton,Move,232,219
8.881000042,8.893,NoButton,Move,232,218
8.881000042,8.908,NoButton,Move,232,217
8.881000042,8.924,NoButton,Move,232,215
8.881000042,8.939,NoButton,Move,232,214
9.319000006,8.971,NoButton,Move,232,212
9.319999933,8.986,NoButton,Move,232,210
9.319999933,9.002,NoButton,Move,233,207
9.319999933,9.017,NoButton,Move,235,204
9.319999933,9.033,NoButton,Move,242,199
9.319999933,9.049,NoButton,Move,259,190
9.319999933,9.064,NoButton,Move,281,179
9.321000099,9.095,NoButton,Move,292,174
9.321000099,9.111,NoButton,Move,294,172
9.321000099,9.236,NoButton,Move,296,172
9.321000099,9.251,NoButton,Move,308,175
9.321000099,9.267,NoButton,Move,329,181
9.321000099,9.283,NoButton,Move,357,189
9.321000099,9.298,NoButton,Move,380,194
9.321000099,9.314,NoButton,Move,397,199
9.321000099,9.329,NoButton,Move,411,204
9.321000099,9.345,NoButton,Move,412,205
9.385999918,9.376,NoButton,Move,412,206
9.387000084,9.392,NoButton,Move,411,207
9.387000084,9.423,NoButton,Move,404,208
9.387000084,9.439,NoButton,Move,388,210
9.387000084,9.454,NoButton,Move,366,212
9.505000114,9.47,NoButton,Move,308,211
9.505000114,9.485,NoButton,Move,253,202
9.505000114,9.501,NoButton,Move,207,192
9.505000114,9.532,NoButton,Move,162,190
9.505000114,9.532,NoButton,Move,124,190
9.505000114,9.548,NoButton,Move,90,189
9.505000114,9.563,NoButton,Move,79,186
9.746000052,9.595,NoButton,Move,73,184
9.746000052,9.61,NoButton,Move,70,182
9.746000052,9.657,NoButton,Move,64,180
9.746000052,9.657,NoButton,Move,58,177
9.746000052,9.673,NoButton,Move,50,175
9.746000052,9.688,NoButton,Move,39,172
9.746000052,9.704,NoButton,Move,33,171
9.746000052,9.719,NoButton,Move,29,171
9.746000052,9.735,NoButton,Move,25,170
9.746000052,9.766,NoButton,Move,24,170
9.746000052,9.782,NoButton,Move,23,170
9.844000101,9.86,NoButton,Move,23,172
9.844000101,9.875,NoButton,Move,23,173
9.844000101,9.891,NoButton,Move,23,174
9.930999994,9.907,NoButton,Move,23,175
9.930999994,9.922,NoButton,Move,24,176
9.930999994,9.938,NoButton,Move,26,178
9.930999994,9.969,NoButton,Move,26,179
9.930999994,9.985,NoButton,Move,29,181
9.930999994,10.0,NoButton,Move,30,182
10.06299996,10.016,NoButton,Move,32,182
10.06299996,10.031,NoButton,Move,33,183
10.06299996,10.125,NoButton,Move,34,183
10.18099999,10.156,NoButton,Move,34,184
10.18099999,10.156,NoButton,Move,35,184
10.18099999,10.187,NoButton,Move,36,184
10.18099999,10.25,Left,Pressed,36,184
10.27900004,10.343,Left,Released,36,184
10.42499995,10.406,NoButton,Move,36,185
10.42499995,10.484,NoButton,Move,36,186
10.55500007,10.499,NoButton,Move,35,189
10.55599999,10.515,NoButton,Move,34,198
10.55599999,10.531,NoButton,Move,38,215
10.55599999,10.562,NoButton,Move,53,243
10.55599999,10.577,NoButton,Move,82,270
10.55599999,10.609,NoButton,Move,117,295
10.55599999,10.609,NoButton,Move,153,320
10.66199994,10.624,NoButton,Move,178,338
10.66199994,10.64,NoButton,Move,199,355
10.66199994,10.702,NoButton,Move,218,370
10.66199994,10.702,NoButton,Move,224,372
10.66199994,10.702,NoButton,Move,227,373
10.66199994,10.733,NoButton,Move,234,375
11.00500011,10.749,NoButton,Move,240,377
11.00500011,10.765,NoButton,Move,246,379
11.00500011,10.78,NoButton,Move,250,379
11.24600005,11.311,NoButton,Move,249,379
12.03200006,12.091,NoButton,Move,248,379
18.06200004,18.128,NoButton,Move,247,379
18.17600012,18.159,NoButton,Move,246,379
18.17600012,18.206,NoButton,Move,245,379
18.17600012,18.237,NoButton,Move,244,379
18.28399992,18.268,NoButton,Move,243,379
18.28500009,18.299,NoButton,Move,242,379
18.28500009,18.331,NoButton,Move,241,379
18.28500009,18.331,NoButton,Move,241,378
18.28500009,18.346,NoButton,Move,240,378
18.40400004,18.362,NoButton,Move,239,378
18.40400004,18.393,NoButton,Move,237,377
18.40400004,18.409,NoButton,Move,236,377
18.40499997,18.424,NoButton,Move,235,376
18.40499997,18.44,NoButton,Move,234,376
18.40499997,18.471,NoButton,Move,233,376
19.13100004,18.502,NoButton,Move,232,376
19.43199992,19.501,NoButton,Move,231,376
19.56699991,19.516,NoButton,Move,230,377
19.56800008,19.532,NoButton,Move,229,378
19.56800008,19.547,NoButton,Move,227,380
19.56800008,19.563,NoButton,Move,225,382
19.56800008,19.61,NoButton,Move,224,384
20.14899993,19.625,NoButton,Move,222,387
20.14899993,19.625,NoButton,Move,221,389
20.14899993,19.672,NoButton,Move,221,391
20.14899993,19.672,NoButton,Move,220,391
20.14899993,19.703,NoButton,Move,220,392
20.14899993,19.703,NoButton,Move,219,392
20.44499993,20.218,NoButton,Move,219,393
20.44499993,20.249,NoButton,Move,218,393
20.44499993,20.515,NoButton,Move,218,394
20.5539999,20.53,NoButton,Move,217,394
20.5539999,20.546,NoButton,Move,216,395
20.5539999,20.561,NoButton,Move,215,396
20.5539999,20.593,NoButton,Move,213,397
20.5539999,20.608,NoButton,Move,209,400
20.5539999,20.624,NoButton,Move,205,405
20.67400002,20.639,NoButton,Move,195,420
20.67400002,20.655,NoButton,Move,191,429
20.67400002,20.702,NoButton,Move,188,433
20.67400002,20.702,NoButton,Move,187,434
20.67400002,20.702,NoButton,Move,186,435
20.67400002,20.717,NoButton,Move,186,436
20.67400002,20.733,NoButton,Move,185,436
20.80999994,20.764,NoButton,Move,183,437
20.80999994,20.78,NoButton,Move,181,440
20.80999994,20.795,NoButton,Move,179,450
20.80999994,20.811,NoButton,Move,179,455
20.80999994,20.827,NoButton,Move,181,459
20.80999994,20.842,NoButton,Move,187,464
20.90199995,20.873,NoButton,Move,192,470
20.90199995,20.905,NoButton,Move,198,477
20.90300012,20.905,NoButton,Move,200,478
20.90300012,20.92,NoButton,Move,201,479
20.90300012,20.967,NoButton,Move,202,480
21.57500005,21.638,NoButton,Move,203,480
21.68700004,21.653,NoButton,Move,203,479
22.30800009,22.371,NoButton,Move,203,478
22.41300011,22.402,NoButton,Move,203,477
22.41300011,22.418,NoButton,Move,203,476
22.41300011,22.449,NoButton,Move,203,475
22.41300011,22.465,NoButton,Move,203,472
22.41300011,22.48,NoButton,Move,203,470
22.56599998,22.496,NoButton,Move,204,469
22.78299999,22.855,NoButton,Move,207,469
22.90199995,22.87,NoButton,Move,237,484
22.90199995,22.886,NoButton,Move,285,513
22.90199995,22.901,NoButton,Move,315,528
22.90199995,22.917,NoButton,Move,325,534
22.90199995,22.933,NoButton,Move,326,535
22.90199995,22.948,NoButton,Move,330,539
22.90199995,22.964,NoButton,Move,335,544
23.01099992,22.979,NoButton,Move,338,548
23.01099992,22.995,NoButton,Move,341,552
23.01099992,23.026,NoButton,Move,344,557
23.01099992,23.042,NoButton,Move,344,559
23.01099992,23.057,NoButton,Move,345,559
23.01099992,23.073,NoButton,Move,346,560
23.11500001,23.089,NoButton,Move,349,560
23.11599994,23.104,NoButton,Move,352,560
23.11599994,23.12,NoButton,Move,354,560
23.11599994,23.182,NoButton,Move,358,558
23.22000003,23.182,NoButton,Move,359,558
23.22000003,23.198,NoButton,Move,359,557
23.22000003,23.245,NoButton,Move,359,556
23.22000003,23.276,NoButton,Move,359,555
23.22000003,23.291,NoButton,Move,359,554
23.34200001,23.307,NoButton,Move,358,553
23.34200001,23.323,NoButton,Move,357,553
23.34200001,23.338,NoButton,Move,355,551
23.34200001,23.354,NoButton,Move,354,550
23.34200001,23.369,NoButton,Move,352,548
23.34200001,23.385,NoButton,Move,350,547
23.34200001,23.401,NoButton,Move,347,546
23.454,23.432,NoButton,Move,343,544
23.454,23.447,NoButton,Move,340,544
23.454,23.463,NoButton,Move,337,543
23.45499992,23.479,NoButton,Move,335,542
23.45499992,23.494,NoButton,Move,333,542
23.45499992,23.525,NoButton,Move,333,541
23.61500001,23.681,NoButton,Move,332,541
23.71799994,23.697,NoButton,Move,332,540
23.71799994,23.713,NoButton,Move,332,539
23.71799994,23.728,NoButton,Move,333,539
24.88499999,24.945,NoButton,Move,330,537
24.99000001,24.961,NoButton,Move,319,534
24.99000001,24.992,NoButton,Move,311,534
24.99000001,25.007,NoButton,Move,303,534
24.99000001,25.023,NoButton,Move,298,534
24.99099994,25.039,NoButton,Move,291,533
24.99099994,25.054,NoButton,Move,286,531
25.0940001,25.07,NoButton,Move,281,528
25.09500003,25.085,NoButton,Move,278,525
25.09500003,25.101,NoButton,Move,274,521
25.09500003,25.117,NoButton,Move,272,518
25.09500003,25.148,NoButton,Move,271,516
25.09500003,25.163,NoButton,Move,271,514
25.21000004,25.179,NoButton,Move,271,511
25.21000004,25.195,NoButton,Move,272,509
25.21099997,25.21,NoButton,Move,275,507
25.21099997,25.273,NoButton,Move,277,506
25.21099997,25.273,NoButton,Move,284,500
25.31999993,25.288,NoButton,Move,287,497
25.31999993,25.304,NoButton,Move,289,495
25.31999993,25.319,NoButton,Move,292,493
25.31999993,25.335,NoButton,Move,293,492
25.31999993,25.351,NoButton,Move,293,491
25.31999993,25.366,NoButton,Move,294,491
25.31999993,25.382,NoButton,Move,295,490
25.42600012,25.413,NoButton,Move,296,489
25.42700005,25.444,NoButton,Move,297,488
25.42700005,25.46,NoButton,Move,298,488
25.42700005,25.475,NoButton,Move,299,487
25.42700005,25.491,NoButton,Move,300,486
26.22900009,25.507,NoButton,Move,300,485
26.22900009,25.522,NoButton,Move,301,484
26.22900009,25.553,NoButton,Move,302,483
26.22900009,25.569,NoButton,Move,303,482
26.22900009,25.585,NoButton,Move,303,480
26.68000007,26.739,NoButton,Move,303,481
26.79399991,26.755,NoButton,Move,303,483
26.79399991,26.77,NoButton,Move,303,486
26.79399991,26.786,NoButton,Move,303,488
26.79399991,26.817,NoButton,Move,303,490
26.79399991,26.833,NoButton,Move,303,493
26.79399991,26.848,NoButton,Move,303,494
26.90199995,26.864,NoButton,Move,303,495
26.90300012,26.879,NoButton,Move,304,496
26.90300012,26.895,NoButton,Move,304,497
26.90300012,26.911,NoButton,Move,304,498
26.90300012,26.942,NoButton,Move,304,499
26.90300012,26.973,NoButton,Move,304,500
27.24500012,26.989,NoButton,Move,303,500
27.579,27.628,NoButton,Move,303,498
27.66899991,27.644,NoButton,Move,302,496
27.66899991,27.675,NoButton,Move,302,492
27.66899991,27.691,NoButton,Move,302,490
27.66899991,27.706,NoButton,Move,302,488
27.66899991,27.737,NoButton,Move,301,488
27.84700012,27.753,NoButton,Move,301,487
27.84800005,27.769,NoButton,Move,301,486
27.84800005,27.784,NoButton,Move,301,485
27.84800005,27.8,NoButton,Move,301,484
27.84800005,27.909,NoButton,Move,301,483
27.95499992,27.987,NoButton,Move,301,482
27.95499992,28.018,NoButton,Move,301,481
28.41300011,28.486,Left,Pressed,301,481
28.58500004,28.658,Left,Released,301,481
29.18600011,29.251,NoButton,Move,300,481
29.29699993,29.266,NoButton,Move,299,481
29.29699993,29.282,NoButton,Move,296,481
29.29699993,29.313,NoButton,Move,290,481
29.29699993,29.329,NoButton,Move,275,481
29.29699993,29.344,NoButton,Move,247,481
29.29699993,29.36,NoButton,Move,232,482
29.39700007,29.375,NoButton,Move,219,484
29.39700007,29.391,NoButton,Move,209,484
29.39700007,29.422,NoButton,Move,198,483
29.39700007,29.438,NoButton,Move,180,477
29.398,29.438,NoButton,Move,176,474
29.398,29.469,NoButton,Move,173,472
29.5250001,29.485,NoButton,Move,170,470
29.5250001,29.5,NoButton,Move,167,468
29.5250001,29.516,NoButton,Move,161,458
29.5250001,29.531,NoButton,Move,157,448
29.5250001,29.547,NoButton,Move,153,435
29.5250001,29.563,NoButton,Move,149,420
29.5250001,29.578,NoButton,Move,138,398
29.62800002,29.594,NoButton,Move,130,384
29.62800002,29.625,NoButton,Move,121,371
29.62899995,29.641,NoButton,Move,115,359
29.62899995,29.672,NoButton,Move,111,347
29.62899995,29.672,NoButton,Move,108,334
29.62899995,29.687,NoButton,Move,105,324
29.727,29.703,NoButton,Move,104,316
29.727,29.719,NoButton,Move,104,311
29.727,29.734,NoButton,Move,104,306
29.727,29.765,NoButton,Move,105,302
29.727,29.781,NoButton,Move,108,299
29.727,29.797,NoButton,Move,112,297
30.28500009,29.812,NoButton,Move,116,295
30.28500009,29.828,NoButton,Move,117,294
30.28600001,29.843,NoButton,Move,118,294
30.28600001,29.859,NoButton,Move,118,293
33.52099991,33.587,NoButton,Move,118,292
33.63499999,33.603,NoButton,Move,116,286
33.63499999,33.619,NoButton,Move,113,283
33.63499999,33.634,NoButton,Move,112,281
33.63499999,33.65,NoButton,Move,109,277
33.63499999,33.665,NoButton,Move,107,273
33.63499999,33.681,NoButton,Move,106,262
33.63499999,33.697,NoButton,Move,105,256
33.90100002,33.712,NoButton,Move,105,252
33.90100002,33.743,NoButton,Move,105,244
33.90100002,33.759,NoButton,Move,106,231
33.90100002,33.775,NoButton,Move,108,217
33.90100002,33.79,NoButton,Move,109,211
33.90100002,33.821,NoButton,Move,112,206
33.90100002,33.853,NoButton,Move,117,200
33.90100002,33.868,NoButton,Move,119,197
33.90100002,33.868,NoButton,Move,123,194
33.90100002,33.899,NoButton,Move,126,190
33.90100002,33.931,NoButton,Move,126,189
33.99000001,33.962,NoButton,Move,126,187
33.99000001,34.009,NoButton,Move,126,186
